545,538,3.3
238,500,3.2
974,86,5.2
333,285,3.0
329,435,8.8
659,493,8.5
624,624,1.9
189,94,1.7
727,867,1.3
641,447,8.4
584,880,9.0
106,389,5.2
861,944,7.5
547,503,1.5
786,623,6.1
932,7,5.3
187,96,5.8
6,903,5.3
68,474,3.7
58,836,7.4
19,38,1.7
39,900,6.1
349,143,5.7
561,26,5.2
626,609,6.6
54,189,8.2
219,795,6.8
131,545,2.8
661,871,3.7
412,174,3.5
120,402,2.8
402,176,8.8
463,924,6.0
389,452,4.9
303,313,6.9
701,695,6.8
308,381,9.7
165,359,5.5
961,897,7.8
744,426,1.6
115,803,7.4
222,559,2.5
276,37,4.4
691,780,1.8
957,339,4.0
749,978,6.0
958,840,5.3
505,851,2.2
113,33,3.3
143,669,6.8
574,384,7.3
979,344,8.0
687,699,1.2
90,320,7.9
293,608,7.4
563,943,3.6
244,661,2.5
522,487,3.9
860,38,4.6
972,184,9.8
102,215,6.1
863,165,5.0
613,277,5.3
606,701,8.9
922,345,10.0
815,844,3.5
789,403,6.6
652,808,2.9
677,962,4.0
806,750,5.6
216,99,4.1
301,222,4.8
547,417,2.7
81,21,9.9
812,989,4.0
847,723,6.6
534,547,4.2
54,751,6.4
234,599,3.3
999,866,5.0
998,678,4.7
778,741,8.0
153,824,9.0
816,257,4.0
383,814,3.0
860,98,8.5
477,619,6.5
699,468,4.1
539,868,7.4
28,258,9.5
47,918,4.7
774,14,5.4
553,977,3.8
610,348,8.9
224,422,5.8
705,681,9.9
900,782,2.3
817,447,7.3
150,91,4.3
954,240,7.4
712,999,1.7
581,372,8.5
547,766,6.6
112,167,4.8
736,506,1.4
724,663,5.7
263,9,1.2
276,962,4.0
761,675,5.1
495,892,8.2
897,348,3.0
310,830,8.8
964,13,6.6
520,762,2.0
343,747,3.6
658,415,7.8
260,162,5.4
702,434,7.3
580,853,2.7
972,827,7.0
763,79,3.9
28,555,9.4
311,105,1.2
626,793,5.9
112,910,4.2
991,769,8.1
182,118,4.5
752,8,4.2
990,241,6.9
805,545,8.0
82,489,2.7
758,677,5.5
587,156,1.6
820,311,1.8
170,332,2.1
349,649,3.8
454,160,4.7
878,635,3.6
242,501,3.8
532,237,7.6
917,881,2.4
899,428,4.1
133,732,8.7
357,902,3.2
389,249,5.5
345,187,3.5
148,445,2.8
352,146,6.7
739,124,3.1
273,909,1.7
287,533,9.2
208,494,2.0
387,473,4.2
264,677,9.2
280,650,6.7
125,683,3.6
482,231,6.4
390,845,2.9
311,254,1.0
493,813,4.7
963,200,8.2
712,31,8.0
210,891,1.4
809,227,4.1
540,570,8.8
557,219,8.6
724,842,4.2
190,889,2.1
261,531,2.2
629,561,5.0
372,544,2.8
463,949,9.1
920,623,3.1
728,16,2.7
597,364,3.2
200,799,4.1
673,623,2.0
39,144,5.9
711,268,6.0
694,104,1.5
444,215,9.6
255,126,8.4
699,831,9.4
373,988,1.9
741,743,9.1
970,559,5.9
172,834,5.2
918,355,3.6
71,511,9.6
821,356,5.2
571,624,8.3
189,255,6.3
591,707,3.3
448,862,5.2
570,85,5.9
527,59,6.4
40,146,5.8
119,727,6.6
27,549,1.7
510,130,7.8
73,475,5.6
242,824,7.1
273,633,4.7
745,797,2.6
514,550,8.9
837,151,4.1
561,847,4.4
391,799,5.7
18,53,6.2
306,996,8.2
4,169,1.2
373,686,1.5
199,138,6.6
775,412,1.6
544,129,7.9
422,554,6.5
170,789,4.1
532,845,3.1
978,310,3.4
352,483,3.9
218,604,5.6
758,572,7.3
221,797,6.1
795,900,3.0
409,807,1.1
832,277,6.1
489,663,5.5
649,220,1.4
253,185,7.9
718,894,5.9
949,123,9.9
292,750,3.0
30,583,1.5
694,13,9.1
336,300,5.5
887,994,3.7
87,549,1.8
672,686,2.2
364,530,7.2
206,631,1.2
402,972,7.0
940,656,2.0
905,833,2.0
977,335,4.1
973,203,1.9
465,160,3.5
940,163,8.8
261,484,8.0
957,802,1.1
535,719,6.0
203,273,6.6
893,459,3.8
477,502,1.9
248,428,1.3
404,111,7.6
172,455,9.8
949,481,7.2
474,786,4.4
187,87,4.3
245,760,3.0
657,76,9.8
754,345,6.6
979,460,1.3
823,65,7.6
76,234,1.5
93,838,3.1
978,11,1.5
815,86,8.8
726,815,1.1
876,238,7.0
315,187,3.8
595,220,4.4
151,489,9.7
750,316,8.8
795,223,4.7
526,223,6.9
411,766,6.9
149,80,8.3
974,255,4.4
14,165,3.9
147,803,7.7
322,788,1.7
536,145,6.8
535,947,4.6
505,670,4.1
469,252,3.1
625,327,3.0
437,199,2.4
557,392,5.5
319,455,9.1
883,916,6.5
588,399,5.7
720,937,9.6
476,464,8.0
549,135,9.3
396,916,5.7
461,68,5.2
773,73,2.1
995,489,3.3
375,935,8.2
138,662,8.5
370,148,6.7
827,255,1.5
151,890,7.8
348,503,8.5
120,307,7.3
446,228,9.9
79,62,7.4
689,703,5.9
111,215,8.5
168,669,7.3
958,612,5.6
832,566,3.6
502,17,4.9
172,283,3.5
642,396,5.4
991,148,2.9
682,44,6.3
555,466,9.0
93,716,7.0
663,911,1.5
65,766,3.7
437,218,8.4
509,569,7.3
758,26,5.9
277,472,9.0
134,83,2.9
824,497,5.7
545,896,8.7
504,175,6.6
635,485,7.0
655,483,5.0
845,362,8.2
665,700,6.3
217,585,9.1
40,646,2.1
806,454,9.8
11,587,1.5
549,552,1.6
315,768,1.6
491,195,7.1
732,942,1.3
543,787,1.4
47,379,7.5
305,718,9.0
365,140,3.6
774,150,6.4
872,566,5.5
305,445,3.4
523,434,9.7
18,542,5.5
364,469,3.0
718,490,9.1
496,132,6.2
824,431,5.6
232,323,6.0
504,537,1.5
957,913,4.0
32,342,6.2
647,368,5.4
600,616,5.5
817,555,8.4
140,250,7.5
35,41,1.6
87,352,1.2
395,972,1.4
170,366,7.9
357,659,2.4
143,249,2.4
567,965,4.1
994,979,2.8
613,287,7.3
588,787,8.3
264,474,8.9
301,222,8.2
776,156,1.2
967,41,4.5
762,817,9.8
487,171,3.1
993,419,6.7
331,10,7.2
850,712,4.3
922,125,9.5
978,716,2.0
400,845,9.3
854,83,8.1
22,447,3.5
199,367,1.3
683,780,2.2
233,262,4.2
324,206,1.5
497,1,9.0
237,600,4.0
73,303,6.6
778,211,5.3
329,57,3.2
993,11,6.1
902,168,9.5
762,501,7.5
246,907,7.3
334,314,4.8
885,605,9.3
713,69,2.7
409,707,6.0
737,730,7.4
421,530,5.8
410,71,1.0
624,23,9.9
935,398,8.2
301,643,8.7
715,741,9.5
525,212,7.3
909,992,1.4
694,151,2.2
410,724,8.0
462,340,9.7
929,772,6.0
114,844,3.7
860,806,6.1
849,880,1.6
948,272,4.3
259,909,7.4
753,493,1.7
153,356,5.7
437,343,6.2
175,122,6.3
826,946,8.9
344,865,3.3
871,576,5.8
74,90,6.2
142,382,5.3
887,357,7.6
466,234,7.5
696,605,3.5
119,501,2.9
382,691,9.3
174,974,4.8
359,179,3.9
143,901,5.3
144,640,4.8
67,615,7.6
997,745,8.6
351,681,3.5
322,393,6.2
259,780,6.4
811,280,8.0
702,479,6.7
867,414,1.3
723,873,1.1
381,440,4.8
645,302,4.9
744,700,3.3
607,686,3.3
414,696,4.0
164,967,7.5
182,662,7.3
350,869,8.8
988,771,6.8
931,254,1.9
837,11,8.4
835,687,7.4
495,216,6.2
34,887,8.7
116,295,2.9
843,272,7.9
612,320,6.2
698,16,9.9
851,286,6.3
523,564,8.5
686,434,1.9
78,885,2.5
649,166,8.2
725,155,6.4
552,963,2.6
122,601,8.6
545,356,2.8
131,882,1.1
582,799,9.1
61,979,5.5
71,226,9.8
928,204,6.5
662,781,8.9
462,490,7.7
804,283,6.0
309,439,7.7
710,386,1.2
16,200,8.6
777,360,1.0
186,446,3.5
809,176,7.4
995,281,4.8
278,147,8.5
549,699,5.2
585,990,7.6
418,505,3.6
196,55,5.4
940,874,5.1
993,965,8.2
885,993,6.2
26,768,10.0
797,82,1.5
72,135,7.6
413,272,1.2
249,659,7.0
796,828,4.3
19,366,1.8
646,406,2.2
292,925,6.1
565,243,7.2
641,688,4.0
656,200,8.6
73,716,5.5
251,563,1.2
435,594,6.6
34,938,5.6
469,271,9.0
23,573,3.8
10,95,2.6
63,214,1.5
248,1000,3.6
530,213,1.0
847,766,6.8
842,912,4.4
260,84,8.0
900,803,8.1
671,338,7.2
148,62,2.7
974,704,9.5
39,699,6.7
289,962,8.9
593,376,2.3
129,210,5.2
172,538,3.7
48,342,8.8
523,301,2.0
653,977,1.1
577,247,5.7
211,502,8.7
264,772,4.0
635,671,6.5
65,749,9.3
901,911,8.0
257,713,7.3
462,810,8.2
162,143,4.8
17,432,2.5
613,464,9.3
217,690,9.8
517,294,6.9
558,620,4.6
468,730,1.1
627,84,2.7
213,460,3.4
349,298,5.8
31,531,8.8
874,909,8.1
683,928,3.8
564,620,9.6
635,643,3.2
327,88,5.4
281,472,6.0
655,529,3.9
915,837,7.0
268,797,7.6
774,488,6.0
442,174,1.0
792,173,7.9
605,560,7.8
216,781,1.8
188,254,8.9
529,612,3.1
869,490,2.6
528,247,4.7
567,589,6.5
255,33,6.7
831,505,5.9
32,594,5.5
790,210,7.9
511,247,7.4
361,967,4.3
228,200,2.5
802,479,7.6
62,199,3.9
554,802,2.1
364,850,8.0
809,590,4.0
271,708,8.5
565,103,3.6
931,561,2.1
396,550,9.0
567,765,4.7
56,214,6.0
220,709,9.4
572,223,2.5
408,437,5.8
11,269,3.8
656,916,7.1
547,929,8.5
433,463,1.8
558,999,2.3
193,411,3.6
538,93,5.9
476,533,5.8
672,88,5.3
398,781,9.1
22,543,3.1
289,985,6.0
643,704,4.5
720,747,9.7
163,59,7.3
172,686,4.6
385,23,9.8
147,358,8.4
880,890,6.4
380,42,2.3
805,784,3.7
774,485,9.7
683,770,8.8
855,697,3.3
280,597,8.7
650,447,3.1
180,619,7.8
960,2,2.5
98,952,5.7
262,434,2.3
115,553,1.7
273,377,3.7
764,348,5.0
209,899,6.3
952,648,7.8
537,105,7.3
608,867,3.2
690,874,1.4
149,243,5.3
758,532,7.6
853,62,8.6
793,315,4.0
555,733,3.6
275,548,3.7
739,228,4.0
671,874,9.8
63,114,9.6
379,668,7.9
508,768,4.7
690,546,4.5
788,368,4.6
585,823,2.3
221,10,6.9
838,871,7.9
571,469,6.8
426,95,2.0
547,176,3.9
176,379,7.5
366,113,8.2
221,32,5.1
941,858,2.3
860,56,9.7
973,718,8.8
772,554,7.4
695,980,3.8
963,763,2.8
117,225,7.9
249,931,8.2
692,214,3.6
163,688,9.7
562,95,7.0
292,685,6.9
